Stage,BeakerID,MatePair,Treatment,PhotoID,SampleID,Height(mm),Width(mm),Stomach_Length(mm),,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0046,37,0.119,0.133,0.052,,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0048,38,0.129,0.124,0.102,,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0050,40,0.124,0.113,0.096,,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0053,41,0.126,0.116,0.087,,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0057,44,0.119,0.126,0.075,,,,,,,,,,,,,,,,
Gastrula,B_B12,3,1000ppb,A_gastrula_b12-0058,45,0.122,0.117,0.104,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0002,1,0.108,0.09,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0005,4,0.109,0.108,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0006,5,0.102,0.112,0.084,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0006,6,0.128,0.107,0.09,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0007,7,0.106,,0.056,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0012,8,0.111,0.109,0.082,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0013,9,0.112,0.107,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0016,11,0.103,0.107,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0017,12,0.11,0.116,0.07,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0018,13,0.101,0.102,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0019,14,0.104,0.105,0.085,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0020,15,0.107,0.106,0.058,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0021,16,0.109,0.109,0.093,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0026,17,0.103,0.111,0.07,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0027,18,0.113,0.1,0.095,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0032,20,0.114,0.107,0.08,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0033,21,0.121,0.111,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0034,22,0.1,0.108,0.063,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0035,23,0.108,0.109,0.096,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0036,24,0.114,0.107,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0037,25,0.109,0.106,0.065,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0039,27,0.115,0.113,0.079,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0040,28,0.12,0.113,0.107,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0041,30,0.106,0.108,0.087,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0042,31,0.123,0.114,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0047,34,0.109,0.097,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0050,36,0.104,0.109,0.073,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0053,39,0.115,0.118,0.073,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0054,40,0.116,0.115,0.093,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0055,41,0.113,0.114,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0055,42,0.105,0.109,0.085,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0058,44,0.111,0.116,0.074,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0059,45,0.107,0.109,0.08,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0060,46,0.114,0.111,0.088,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0061,47,0.112,0.108,0.1,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0062,48,0.112,0.111,0.067,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0063,49,0.102,0.098,0.079,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0064,50,0.124,0.11,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0068,51,0.118,0.103,,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0069,52,0.103,0.106,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B13,4,Control,A_gastrula_b13-0070,53,0.111,0.099,,,,,,,,,,,,,,,,,
Gastrula,B_B14,4,100ppb,A_gastrula_b14-0004,3,0.092,0.095,,one of them is skipped,,,,,,,,,,,,,,,
Gastrula,B_B14,4,100ppb,A_gastrula_b14-0005,,0.102,0.102,0.064,,,,,,,,,,,,,,,,
Gastrula,B_B14,4,100ppb,A_gastrula_b14-0036,42,0.104,0.1,0.057,,,,,,,,,,,,,,,,
Gastrula,B_B14,4,100ppb,A_gastrula_b14-0037,43,0.084,0.099,0.068,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0004,2,0.112,,0.096,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0005,3,0.126,0.12,0.087,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0006,4,0.114,0.114,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0007,5,0.114,0.127,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0008,6,0.106,0.119,0.068,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0009,7,0.107,0.108,0.062,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0012,8,0.115,0.119,0.082,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0013,9,0.125,0.122,0.086,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0017,13,0.116,0.106,0.098,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0018,14,0.11,0.106,0.068,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0023,19,0.114,0.121,0.082,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0024,20,0.122,0.12,0.066,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0025,21,0.122,0.118,0.092,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0027,23,,0.122,,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0030,26,0.123,0.116,0.071,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0035,31,0.12,0.118,0.098,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0040,,0.119,0.12,0.07,skipped one again,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0043,36,0.122,0.112,0.085,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0045,38,0.117,0.122,0.104,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0048,41,0.113,0.125,0.098,,,,,,,,,,,,,,,,
Gastrula,B_B15,4,500ppb,A_gastrula_b15-0053,46,0.129,0.119,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0003,2,0.108,0.113,0.055,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0004,3,0.127,0.116,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0005,4,0.12,0.118,0.104,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0007,6,0.114,0.114,0.085,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0008,7,0.104,0.105,0.082,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0009,8,0.117,0.114,0.089,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0010,9,0.113,0.104,0.083,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0011,10,0.108,0.105,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0012,11,0.108,0.106,0.087,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0013,12,0.111,0.113,0.07,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0014,13,0.118,0.113,0.096,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0016,14,0.122,0.105,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0017,15,0.118,0.11,0.093,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0023,18,0.109,0.109,0.073,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0024,19,0.115,0.1,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0025,20,0.124,0.114,0.094,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0027,22,0.118,0.105,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0028,23,0.12,0.112,0.092,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0029,25,0.111,0.112,0.084,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0031,27,0.12,0.106,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0032,28,0.12,0.112,0.091,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0033,29,0.131,0.118,0.095,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0034,30,0.122,0.11,0.1,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0036,32,0.116,0.103,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0038,34,0.116,0.115,0.098,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0039,35,0.113,0.111,0.071,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0040,36,0.111,0.108,0.08,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0041,38,0.115,0.11,0.075,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0043,40,0.122,0.111,0.088,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0044,41,0.122,0.115,0.093,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0047,44,0.118,0.1,,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0048,45,0.113,0.117,0.087,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0049,46,0.114,0.116,0.077,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0052,49,0.121,0.113,0.088,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0054,51,0.107,0.114,0.077,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0055,52,0.117,0.116,0.079,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0058,55,0.113,0.113,0.073,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0059,56,0.119,0.113,0.104,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0060,57,0.114,0.111,0.097,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0062,59,0.119,0.11,0.099,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0063,61,0.124,0.11,0.111,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0064,62,0.114,0.11,0.099,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0067,64,0.122,0.109,0.095,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0068,65,0.121,0.115,0.093,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0069,66,0.121,0.108,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0070,67,0.122,0.109,0.097,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0071,68,0.112,0.103,0.101,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0074,69,0.139,0.125,0.107,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0075,70,0.133,0.118,0.119,,,,,,,,,,,,,,,,
Gastrula,B_B16,4,1000ppb,A_gastrula_b16-0076,71,0.122,0.114,0.097,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
